,NSAI - Standards Publications NSAI WEB Report Date of Publication 2019-12-24,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3
0,Reference,Title En,Origin Body,Publication D,
1,I.S. EN 54-13:2017+A1:2019,Fire detection and fire alarm systems - Part 13: Compatibility and connectabilitassessment of system components,CEN,06/01/2020,
2,,,,,
3,I.S. EN 234:2019,Walcoverings in rol form - Specification for walcoverings for subsequentdecoration,CEN,06/01/2020,
4,I.S. EN 10216-2:2013+A1:2019,Seamless steel tubes for pressure purposes - Technical delivery conditions - Pa2: Non-aloy and aloy steel tubes with specified elevated temperatureproperties,CEN,06/01/2020,
5,I.S. EN 12845:2015+A1:2019,"Fixed firefighting systems - Automatic sprinkler systems - Design, instalationand maintenance",CEN,06/01/2020,
6,I.S. EN 13031-1:2019,Greenhouses - Design and construction - Part 1: Commercial productiongreenhouses,CEN,06/01/2020,
7,I.S. EN 16234-1:2019,e-Competence Framework (e-CF) - A common European Framework for ICTProfessionals in al sectors - Part 1: Framework,CEN,06/01/2020,
8,I.S. EN 50083-2-4:2019,Characterization of waste - Leaching behaviour test - Up-flow percolation test(under specified conditions),CENELEC,08/01/2020,
9,I.S. EN 50325-1:2019,Characterization of waste - Leaching behaviour test - Up-flow percolation test(under specified conditions),CENELEC,08/01/2020,
10,I.S. EN 50676:2019,Characterization of waste - Leaching behaviour test - Up-flow percolation test(under specified conditions),CENELEC,08/01/2020,
11,I.S. EN 60335-2-35:2016/A1:2019,Characterization of waste - Leaching behaviour test - Up-flow percolation test(under specified conditions),CENELEC,08/01/2020,
12,I.S. EN 60335-2-47:2003/A2:2019,Characterization of waste - Leaching behaviour test - Up-flow percolation test(under specified conditions),CENELEC,08/01/2020,
13,I.S. EN 60335-2-48:2003/A2:2019,Characterization of waste - Leaching behaviour test - Up-flow percolation test(under specified conditions),CENELEC,08/01/2020,
14,I.S. EN 60335-2-49:2003/A2:2019,Characterization of waste - Leaching behaviour test - Up-flow percolation test(under specified conditions),CENELEC,08/01/2020,
15,I.S. EN 61784-3-12:2010/A1:2019,Characterization of waste - Leaching behaviour test - Up-flow percolation test(under specified conditions),CENELEC,08/01/2020,
16,I.S. EN IEC 60077-3:2019,Characterization of waste - Leaching behaviour test - Up-flow percolation test(under specified conditions),CENELEC,08/01/2020,
17,I.S. EN IEC 60077-4:2019,Characterization of waste - Leaching behaviour test - Up-flow percolation test(under specified conditions),CENELEC,08/01/2020,
18,I.S. EN IEC 60077-5:2019,Characterization of waste - Leaching behaviour test - Up-flow percolation test(under specified conditions),CENELEC,08/01/2020,
19,I.S. EN IEC 60309-5:2019,Characterization of waste - Leaching behaviour test - Up-flow percolation test(under specified conditions),CENELEC,08/01/2020,
20,I.S. EN IEC 60317-27-3:2019,Characterization of waste - Leaching behaviour test - Up-flow percolation test(under specified conditions),CENELEC,08/01/2020,
21,I.S. EN IEC 60512-28-100:2019,Characterization of waste - Leaching behaviour test - Up-flow percolation test(under specified conditions),CENELEC,08/01/2020,
22,I.S. EN IEC 60793-2:2019,Characterization of waste - Leaching behaviour test - Up-flow percolation test(under specified conditions),CENELEC,08/01/2020,
23,I.S. EN IEC 60904-4:2019,Characterization of waste - Leaching behaviour test - Up-flow percolation test(under specified conditions),CENELEC,08/01/2020,
24,I.S. EN IEC 61300-2-54:2019,Characterization of waste - Leaching behaviour test - Up-flow percolation test(under specified conditions),CENELEC,08/01/2020,
25,I.S. EN IEC 61535:2019,Characterization of waste - Leaching behaviour test - Up-flow percolation test(under specified conditions),CENELEC,08/01/2020,
26,I.S. EN IEC 62430:2019,Characterization of waste - Leaching behaviour test - Up-flow percolation test(under specified conditions),CENELEC,08/01/2020,
27,I.S. EN IEC 63077:2019,Characterization of waste - Leaching behaviour test - Up-flow percolation test(under specified conditions),CENELEC,08/01/2020,
28,I.S. EN ISO 180:2019,Plastics - Determination of Izod impact strength (ISO/DIS 180:2019),CEN,06/01/2020,
29,I.S. EN ISO 5010:2019,Earth-moving machinery - Wheeled machines - Steering requirements(ISO/FDIS 5010:2019),CEN,06/01/2020,
30,I.S. EN ISO 6504-3:2019,Paints and varnishes - Determination of hiding power - Part 3: Determination ohiding power of paints for masonry and concrete (ISO/FDIS 6504-3:2019),CEN,06/01/2020,
31,I.S. EN ISO 8654:2018/A1:2019,"Jewelery - Colours of gold aloys - Definition, range of colours and designationAmendment 1 (ISO 8654:2018/DAM 1:2019)",CEN,06/01/2020,
32,I.S. EN ISO 9863-1:2016/A1:2019,Geosynthetics - Determination of thickness at specified pressures - Part 1:Single layers - Amendment 1 (ISO 9863-1:2016/DAM 1:2019),CEN,06/01/2020,
33,I.S. EN ISO 10070:2019,Metalic powders - Determination of envelope-specific surface area frommeasurements of the permeability to air of a powder bed under steady-stateflow conditions (ISO/FDIS 10070:2019),CEN,06/01/2020,
34,I.S. EN ISO 19107:2019,Geographic information - Spatial schema (ISO/FDIS 19107:2019),CEN,06/01/2020,
35,I.S. EN ISO 19116:2019Geographic information - Positioning services (ISO/DIS 19116:2019)CEN06/01/2020Number of Records found :42,,,,
